4/9/22,2,2
5/9/22,2,2
6/9/22,5,7
7/9/22,10,17
8/9/22,11,22
9/9/22,12,25
10/9/22,12,225
11/9/22,13,277
12/9/22,15,325
13/9/22,17,400
14/9/22,18,412
15/9/22,22,615
16/9/22,23,715
17/9/22,26,781
18/9/22,27,858
19/9/22,22,336
20/9/22,28,435
21/9/22,35,534
22/9/22,41,653
23/9/22,46,757
24/9/22,57,893
25/9/22,67,1064
26/9/22,72,1205
27/9/22,81,1326
28/9/22,86,1425
29/9/22,93,1536
30/9/22,94,1637
1/10/22,109,1831
2/10/22,124,2189
3/10/22,129,2398
4/10/22,132,1079
5/10/22,137,1317
6/10/22,143,1483
7/10/22,144,1600
8/10/22,146,1792
9/10/22,148,1959
10/10/22,149,2099
11/10/22,150,2227
12/10/22,151,2308
13/10/22,151,2389
14/10/22,151,2493
15/10/22,151,2585
16/10/22,153,2684
17/10/22,153,2813
18/10/22,153,2901
19/10/22,154,2983
20/10/22,155,3054
21/10/22,155,3148
22/10/22,155,3268
23/10/22,156,3397
24/10/22,158,3503
25/10/22,158,3585
26/10/22,159,3667
27/10/22,160,3741
28/10/22,160,3804
29/10/22,160,3890
30/10/22,160,3978
31/10/22,160,4057
1/11/22,160,4114
2/11/22,161,4179
3/11/22,164,4250
4/11/22,164,4310
5/11/22,165,892
6/11/22,166,1181
7/11/22,166,1353
8/11/22,166,1532
9/11/22,166,1650
10/11/22,168,1734
11/11/22,168,1813
12/11/22,168,1885
13/11/22,168,1953
14/11/22,169,2036
15/11/22,170,2094
16/11/22,170,2147
17/11/22,170,2201
18/11/22,170,2260
19/11/22,170,2304
20/11/22,170,2358
21/11/22,172,2429
22/11/22,172,2485
23/11/22,172,2526
24/11/22,172,2573
25/11/22,172,2624
26/11/22,173,2742
27/11/22,173,2857
28/11/22,173,2934
29/11/22,173,2984
30/11/22,173,3023
1/12/22,173,3076
2/12/22,173,3125
3/12/22,173,3164
4/12/22,173,3215
5/12/22,173,3262
6/12/22,173,3320
7/12/22,173,3361
8/12/22,174,3411
9/12/22,174,3477
10/12/22,175,3541
11/12/22,175,3587
12/12/22,175,3634
13/12/22,175,3693
14/12/22,175,3760
15/12/22,175,3815
16/12/22,175,3854
17/12/22,175,3898
18/12/22,175,3945
19/12/22,175,3993
20/12/22,175,4034
21/12/22,175,4095
22/12/22,175,863,0,125,19076,43
23/12/22,175,920,0,192,28252,31
24/12/22,98,981,0,256,22713,27
25/12/22,98,1093,0,112,23907,3
26/12/22,98,1165,0,72,23783,9
27/12/22,100,1270,2,105,34576,27
28/12/22,100,1324,0,54,21127,17
29/12/22,100,1394,0,70,20870,19
30/12/22,100,1445,0,51,24178,26
31/12/22,100,1505,0,60,18522,3
1/1/23,100,1578,0,73,19414,0
2/1/23,100,1637,0,59,24991,1
3/1/23,100,1697,0,60,21040,8
4/1/23,100,1761,0,64,16149,6
5/1/23,100,1804,0,43,22386,10
6/1/23,100,1846,1,42,22952,9
7/1/23,100,1909,0,63,25663,10
8/1/23,99,1964,0,55,27854,6
9/1/23,100,2006,2,42,29827,43
10/1/23,100,2048,0,42,22725,14
11/1/23,100,2098,0,50,25780,8
12/1/23,100,2131,0,33,16921,33
13/1/23,100,2166,0,35,24755,9
14/1/23,100,2207,0,41,22551,5
15/1/23,100,2289,0,82,32089,14
16/1/23,100,2364,0,75,25466,18
17/1/23,100,2408,0,44,16546,19
18/1/23,100,2451,0,43,15301,15
19/1/23,100,2849,1,398,54205,50
20/1/23,100,1219,0,412,46462,42
21/1/23,100,1506,0,287,51065,9
22/1/23,103,1740,2,234,60013,28
23/1/23,104,1979,3,239,67182,35
24/1/23,108,2228,24,250,102753,100
25/1/23,110,2396,7,168,50516,28
26/1/23,114,2552,9,156,73813,48
27/1/23,116,2711,3,159,152443,133
28/1/23,117,2866,3,155,80767,142
29/1/23,119,3038,6,172,93964,116
30/1/23,121,3184,3,146,64008,100
31/1/23,121,3296,2,112,48750,36
1/2/23,120,3409,6,113,122575,178
2/2/23,122,3502,3,93,137558,102
3/2/23,124,3578,3,76,72334,92
4/2/23,128,3668,5,90,54889,105
5/2/23,134,3817,9,149,90198,137
6/2/23,135,3912,4,95,52597,34
7/2/23,139,4012,7,100,355331,219
8/2/23,139,4316,8,304,78119,102
9/2/23,139,4468,2,152,68712,89
10/2/23,139,4643,3,175,44594,42
11/2/23,140,4792,3,149,76398,52
12/2/23,144,4964,5,172,70782,82
13/2/23,147,5130,4,166,91775,99
14/2/23,145,5226,1,96,51821,44
15/2/23,146,5328,3,102,67461,54
16/2/23,147,5440,1,112,90465,46
17/2/23,149,5527,4,87,46823,29
18/2/23,151,5631,4,104,47043,73
19/2/23,153,5819,2,188,217718,119
20/2/23,158,5005,8,327,365010,104
21/2/23,158,4894,2,174,45480,35
22/2/23,162,4801,8,140,301547,132
23/2/23,166,4730,6,165,489430,187
24/2/23,169,4626,15,149,112007,124
25/2/23,171,4654,6,199,161159,113
26/2/23,175,4658,5,161,94039,130
27/2/23,176,4695,7,182,46504,55
28/2/23,178,4633,2,97,66039,78
1/3/23,180,4573,6,113,209035,117
2/3/23,183,4564,6,131,48307,132
3/3/23,187,4585,7,131,116398,146
4/3/23,188,4652,8,179,3163646,444
5/3/23,191,4834,9,277,191478,169
6/3/23,195,4880,5,127,163640,180
7/3/23,194,4871,4,83,136763,227
8/3/23,196,4812,12,91,257861,112
9/3/23,199,4836,5,118,51247,60
10/3/23,199,4817,2,80,29790,33
11/3/23,203,4647,9,120,230511,283
12/3/23,209,4663,8,175,248040,196
13/3/23,212,4672,8,184,62855,224
14/3/23,212,4596,2,81,86013,72
15/3/23,210,4512,4,85,51383,168
16/3/23,214,4455,10,112,217746,176
17/3/23,220,4506,8,154,494109,323
18/3/23,221,4524,5,122,48431,182
19/3/23,220,4543,3,133,63588,207
20/3/23,225,4625,9,172,55747,267
21/3/23,230,4655,7,135,131096,264
22/3/23,230,4594,6,121,81594,170
23/3/23,233,4470,6,193,74011,168
24/3/23,233,4444,3,145,66503,178
25/3/23,237,4492,10,182,151596,306
26/3/23,240,4501,6,176,436344,400
27/3/23,244,4534,19,177,701168,318
28/3/23,248,4470,7,135,2687414,397
29/3/23,254,4455,5,147,131523,156
30/3/23,258,4418,9,142,82556,296
31/3/23,263,4496,11,173,94766,347
1/4/23,265,4559,3,177,107954,206
2/4/23,269,4650,11,218,85768,205
3/4/23,275,4710,11,186,417293,228
4/4/23,278,4677,9,142,172152,221
5/4/23,282,4509,8,114,61556,102
6/4/23,286,4522,7,141,42801,112
7/4/23,294,4642,12,211,562643,295
8/4/23,298,4722,10,170,655490,232
9/4/23,303,4766,12,165,197900,275
10/4/23,308,4874,12,191,108563,162
11/4/23,309,4904,6,153,60689,108
12/4/23,309,4885,7,140,191882,195
13/4/23,311,4876,5,162,92768,118
14/4/23,317,4895,9,101,38361,90
15/4/23,321,5018,10,208,377997,247
16/4/23,325,5117,11,208,70486,229
17/4/23,324,5147,5,163,116928,204
18/4/23,327,5157,4,119,123817,128
19/4/23,331,603,0,1,4,0
20/4/23,331,1034,10,431,537548,260
21/4/23,339,1253,10,219,1232461,155
22/4/23,343,1496,9,243,509420,247
23/4/23,349,1749,6,253,203427,259
24/4/23,358,2034,15,285,2168425,389
25/4/23,357,2311,4,277,7060665,346
26/4/23,360,2492,7,181,977651,175
27/4/23,361,2655,6,163,489252,147
28/4/23,364,2852,8,197,800537,232
29/4/23,369,3039,9,187,1499988,239
30/4/23,368,3244,12,205,3974257,236
1/5/23,373,3437,13,193,747368,207
2/5/23,370,3620,9,183,39963617,556
3/5/23,374,3761,6,141,725065,170
4/5/23,377,3906,7,145,5860870,195
5/5/23,376,4064,8,158,69823964,1017
6/5/23,380,4216,8,152,22007598,438
7/5/23,384,4422,15,206,5063130,325
8/5/23,384,4581,11,159,76200,165
9/5/23,384,4691,11,110,430242,240
10/5/23,388,4842,13,151,14663203,662
11/5/23,393,4962,8,120,688728,254
12/5/23,397,5086,10,124,133940,338
13/5/23,399,5206,9,120,6290526,417
14/5/23,404,5352,9,146,27497413,440
15/5/23,405,5472,8,120,20699472,441
16/5/23,406,5587,8,115,660975,137
17/5/23,409,5680,8,93,212236,171
18/5/23,408,5773,3,93,1262985,124
19/5/23,408,5867,7,94,275206,120
20/5/23,412,5652,11,262,84516655,984
21/5/23,410,5447,5,208,275662,129
22/5/23,411,5394,6,155,506498,141
23/5/23,411,5307,6,146,860823,73
24/5/23,409,5172,5,110,2265177,78
25/5/23,412,5031,10,117,8221013,331
26/5/23,413,4891,6,143,886672,171
27/5/23,413,4833,7,128,157632,147
28/5/23,417,4832,9,160,5355184,244
29/5/23,417,4833,8,193,570808,199
30/5/23,420,4789,7,140,182630,186
31/5/23,423,4724,11,143,403324,153
1/6/23,422,4654,7,123,1347092,189
2/6/23,420,4574,7,119,260458,202
3/6/23,428,4567,10,140,844773,320
4/6/23,431,4596,16,168,618743,218
5/6/23,432,4568,7,124,160920,193
26/6/23,419,1404,1,2,9,3
27/6/23,418,1707,55,303,36375,60
28/6/23,421,1935,28,228,2230395,171
29/6/23,421,2142,16,208,25087162,359
30/6/23,422,2320,10,178,244274,82
1/7/23,423,2450,21,130,737208,143
2/7/23,425,2619,14,169,152805,97
3/7/23,427,2756,10,137,248755,91
4/7/23,431,2881,11,125,1153272,197
5/7/23,434,2996,13,115,142462,79
6/7/23,439,3160,20,164,455426,262
7/7/23,444,3351,13,191,396900,187
8/7/23,448,3481,8,130,8077695,278
9/7/23,454,3617,16,136,7359621,233
10/7/23,456,3742,6,125,3698107,218
11/7/23,458,3835,11,93,55495,83
12/7/23,469,3954,13,119,1266537,157
13/7/23,472,4063,9,109,844515,168
14/7/23,474,4210,4,147,720909,134
15/7/23,484,4385,16,175,11991323,328
16/7/23,487,4505,3,120,17714048,351
17/7/23,488,4647,10,142,9557977,284
18/7/23,493,4830,6,183,9162690,307
19/7/23,499,4984,9,154,717380,235
20/7/23,505,5145,8,161,3375986,212
21/7/23,509,5280,7,135,155572,284
22/7/23,510,5404,6,124,1762672,167
23/7/23,513,5522,6,118,9666902,419
24/7/23,515,5635,2,113,381515,230
25/7/23,518,5750,8,115,926751,201
26/7/23,519,5871,6,121,74914,175
27/7/23,520,4923,6,336,3657236,236
28/7/23,527,4900,26,263,2371721,265
29/7/23,529,4891,9,198,5268902,231
30/7/23,529,4865,15,171,3322944,157
31/7/23,535,4871,16,185,47486403,661
1/8/23,538,4931,12,194,881869,198
2/8/23,538,4937,7,172,7748172,172
3/8/23,543,4945,16,148,1817408,218
4/8/23,549,4974,14,158,20067159,556
5/8/23,556,5036,16,178,4156597,572
6/8/23,561,5078,10,206,571241,381
7/8/23,564,5087,7,192,14858693,379
8/8/23,569,5192,11,234,450322,227
9/8/23,573,5237,18,182,2709444,218
10/8/23,576,5305,10,198,1123181,275
11/8/23,584,5447,12,240,262027,228
12/8/23,587,5507,7,179,605845,218
13/8/23,590,5580,10,182,4492029,323
14/8/23,591,5703,15,271,811960,237
15/8/23,594,5895,11,357,801384,657
16/8/23,598,6011,16,244,10055823,614
17/8/23,603,6136,8,271,2753532,522
18/8/23,602,6265,8,297,29500977,734
19/8/23,608,6874,12,762,2455669,657
20/8/23,615,7028,15,316,2250796,633
21/8/23,620,7107,9,219,1179604,280
23/8/23,626,2333,12,343,1284816,331
24/8/23,628,2683,20,350,3004894,328
25/8/23,630,3112,12,429,8472513,415
26/8/23,634,3506,7,394,383300,381
27/8/23,643,3823,17,317,2497719,835
28/8/23,646,4089,23,266,89491,312
29/8/23,650,4328,13,239,511025,202
30/8/23,652,4656,12,328,1487947,335
31/8/23,658,4887,18,231,175788,248
1/9/23,665,5094,26,207,915689,430
2/9/23,670,5485,16,391,416426,285
3/9/23,671,5830,10,345,4379808,389
4/9/23,673,6103,14,273,1727179,391
5/9/23,676,6389,12,286,6939982,495
6/9/23,678,6688,9,299,498280,389
7/9/23,682,6879,10,191,2090016,364
8/9/23,686,7045,15,166,2186117,337
9/9/23,687,7277,14,232,7192778,350
10/9/23,691,7488,17,211,963077,399
11/9/23,693,7656,14,168,1782980,404
12/9/23,693,7807,11,151,960048,324
13/9/23,696,7990,8,183,68689,241
14/9/23,698,8191,7,201,85398,197
15/9/23,701,8330,13,139,343199,274
16/9/23,704,8531,10,201,2441511,351
17/9/23,702,8694,11,163,63926,196
18/9/23,706,8838,12,145,3060310,232
19/9/23,709,8945,8,107,50099,239
20/9/23,717,9093,18,148,2396748,379
21/9/23,722,9253,15,160,266209,188
22/9/23,726,9403,9,150,431257,279
23/9/23,733,7875,16,489,74346,309
24/9/23,734,7819,18,287,2212841,326
25/9/23,741,7697,18,295,4858736,358
26/9/23,747,7529,15,221,29169865,599
27/9/23,750,7450,11,223,2302730,280
28/9/23,753,7393,21,216,980063,314
29/9/23,755,7338,15,184,764602,122
30/9/23,762,7170,14,160,5711121,282
1/10/23,766,7218,18,272,483401,340
2/10/23,779,7308,21,302,406519,769
3/10/23,782,7144,11,225,11744692,502
4/10/23,786,6982,16,182,1672449,263
5/10/23,788,6881,13,178,603558,223
6/10/23,792,6807,16,212,1945894,360
7/10/23,796,6761,17,248,1846655,424
8/10/23,805,6956,22,396,3813913,357
9/10/23,806,7026,11,242,678776,291
10/10/23,812,6977,22,191,370207,197
11/10/23,818,7002,20,233,22118413,551
12/10/23,823,6997,16,178,12683190,389
13/10/23,827,7015,16,176,780255,142
14/10/23,831,7103,9,272,873223,316
15/10/23,834,7351,12,458,1095442,241
16/10/23,836,7610,15,402,701823,357
17/10/23,838,7606,9,198,21165211,444
18/10/23,844,7694,15,270,1375891,248
19/10/23,842,7743,18,204,219058,254
20/10/23,851,7830,18,201,1937080,534
21/10/23,855,7924,17,239,14725299,752
22/10/23,867,8075,19,301,5177087,535
23/10/23,872,8156,12,243,3014540,377
24/10/23,872,8047,9,363,361280,543
25/10/23,874,8001,9,237,765435,477
26/10/23,871,7998,14,291,4306276,330
27/10/23,870,8032,11,259,9885597,483
28/10/23,877,8109,16,292,111758189,1446
29/10/23,887,8340,27,450,5281428,590
30/10/23,888,8470,24,308,857824,503
31/10/23,890,8564,13,261,194480,243
1/11/23,894,8856,13,562,8077286,414
2/11/23,904,8906,21,341,7681521,504
3/11/23,906,8944,13,267,5933737,425
4/11/23,912,9011,23,251,2754203,413
5/11/23,912,9167,20,335,1764576,444
6/11/23,925,9390,22,437,27698055,1304
7/11/23,929,9403,15,261,775383,470
8/11/23,932,9311,16,287,155888,407
9/11/23,941,9423,24,361,1321654,761
10/11/23,948,9517,16,275,167501378,2132
11/11/23,953,9618,21,335,836568,717
12/11/23,957,9764,16,329,12382144,694
13/11/23,964,9931,20,344,1267485,570
14/11/23,970,9929,22,275,123442,345
15/11/23,976,9710,16,223,415167,419
16/11/23,987,9581,23,276,3162334,466
17/11/23,994,9653,16,267,2110300,479
18/11/23,1005,9765,25,388,12208948,604
19/11/23,1013,9908,24,342,8027724,586
20/11/23,1026,10095,24,375,10969714,634
21/11/23,1025,10165,22,305,2574279,377
22/11/23,1028,10190,30,330,15244986,583
23/11/23,1033,10282,17,329,959752,547
24/11/23,1044,10258,24,334,11158598,645
25/11/23,1047,10359,17,341,4297843,399
26/11/23,1061,10422,26,357,1185844,515
27/11/23,1062,10510,18,353,687233,332
28/11/23,1070,10513,18,275,653552,416
29/11/23,1073,10343,19,263,2902944,305
30/11/23,1074,10280,24,233,1829491,359
1/12/23,1083,10285,26,270,2235153,627
2/12/23,1090,10024,22,309,8963595,665
3/12/23,1093,10097,26,404,2565101,485
4/12/23,1101,10146,21,321,17681991,589
5/12/23,1104,10144,20,247,1124377,450
6/12/23,1103,10105,16,299,2271696,288
7/12/23,1107,9966,21,282,1217505,321
8/12/23,1115,9901,17,212,1396268,390
9/12/23,1120,9886,17,264,782636,408